"Classification","Business_Name","Title","Address","Suburb","Postcode","State","Country","Distance","Centre Size","Number of GP's","Phone Number"
"Clinical Services","All Medical Centres","Quakers Hill Family Practice","Shop 4, 15 Railway Road, Quakers Hill NSW 2763","Quakers Hill","2763","New South Wales","Australia","1882.27","Midsized","5","(02) 9626 6300"
"Clinical Services","All Medical Centres","Myhealth Oran Park","Oran Park Podium, Shop 8e, 351 Oran Park Dr, Oran Park NSW 2570","Como","2226","New South Wales","Australia","1882.35","Large","13","(02) 4622 1906"
"Clinical Services","All Medical Centres","Crofton Medical Centre","30 Crofton Street, Bundaberg QLD 4670","Bundaberg Central","4670","Queensland","Australia","1882.37","Midsized","6","(07) 4151 2701"
"Clinical Services","All Medical Centres","Railway Road Medical Centre","25 Railway Road, Quakers Hill NSW 2763","Quakers Hill","2763","New South Wales","Australia","1882.39","Small","2","(02) 8889 1383"
"Clinical Services","All Medical Centres","Oran Park Medical Centre","Shop 12 N, Oran Park Podium, 351 Oran Park Drive, Oran Park NSW 2570","Como","2226","New South Wales","Australia","1882.39","Midsized","5","(02) 4488 1080"
"Clinical Services","All Medical Centres","Oran Park","8e/351 Oran Park Dr, Oran Park NSW 2570","Como","2226","New South Wales","Australia","1882.39","Small","1","(02) 4634 2000"
"Clinical Services","All Medical Centres","Quakers Hill","G O2 25 Railway Road, Quakers Hill NSW 2763","Quakers Hill","2763","New South Wales","Australia","1882.39","Small","3","(02) 8889 1383"
"Clinical Services","All Medical Centres","Aberdovy Clinic","26 Crofton Street, Bundaberg Central QLD 4670","Bundaberg Central","4670","Queensland","Australia","1882.41","Midsized","8","(07) 4152 2888"
"Clinical Services","All Medical Centres","Burnett Medical Centre","15 Barolin Street, Bundaberg QLD 4670","Bundaberg Central","4670","Queensland","Australia","1882.42","Midsized","5","(07) 4151 2608"
"Clinical Services","All Medical Centres","Family Practice at Hinkler","16 Maryborough Street, Bundaberg QLD 4670","Bundaberg Central","4670","Queensland","Australia","1882.42","Small","3","(07) 4153 2927"
"Clinical Services","All Medical Centres","Linden Medical Centre","11a Barolin Street, Bundaberg QLD 4670","Bundaberg Central","4670","Queensland","Australia","1882.42","Midsized","9","(07) 4153 1300"
"Clinical Services","All Medical Centres","YourChoice Medical Care","Suite 105, 320 Annangrove Road, Rouse Hill NSW 2155","Rouse Hill","2155","New South Wales","Australia","1882.47","Small","1","(02) 9623 4679"
"Clinical Services","All Medical Centres","Dr Nguyen's Surgery","Suite 1, 17-19 Hill End Road, Doonside NSW 2767","Doonside","2767","New South Wales","Australia","1882.54","Small","2","(02) 9672 3940"
"Clinical Services","All Medical Centres","Bargo Doctors","Shop 1, 70 Railside Avenue, Bargo NSW 2574","Bargo","2574","New South Wales","Australia","1882.58","Midsized","5","(02) 4684 2168"
"Clinical Services","All Medical Centres","Kaleidoscope Skin Cancer Clinic","53 Barolin Street, Bundaberg South QLD 4670","Bundaberg South","4670","Queensland","Australia","1882.6","Small","4","(07) 4150 3023"
"Clinical Services","All Medical Centres","Active Family Medical Centre","253 Doonside Crescent, Doonside NSW 2767","Doonside","2767","New South Wales","Australia","1882.6","Small","2","(02) 9621 7000"
"Clinical Services","All Medical Centres","Bargo Surgery","74 Railside Avenue, Bargo NSW 2574","Bargo","2574","New South Wales","Australia","1882.63","Small","1","(02) 4684 1212"
"Clinical Services","All Medical Centres","Quakers Hill","7 Tallagandra Drive, Quakers Hill NSW 2763","Quakers Hill","2763","New South Wales","Australia","1882.66","Small","1","(02) 9837 2114"
"Clinical Services","All Medical Centres","Aspire Medical Centre","53 B Watson Street, Bundaberg South QLD 4670","Bundaberg South","4670","Queensland","Australia","1882.74","Small","2","(07) 4151 2255"
"Clinical Services","All Medical Centres","Port Kennedy Medical Centre","Unit 2, 2 Endeavour Drive, Port Kennedy WA 6172","Port Kennedy","6172","Western Australia","Australia","1882.75","Midsized","8","(08) 9524 6611"
"Clinical Services","All Medical Centres","Rouse Hill","49 Adelphi Street, Rouse Hill NSW 2155","Rouse Hill","2155","New South Wales","Australia","1882.77","Small","1","(02) 9836 5170"
"Clinical Services","All Medical Centres","Woodcroft Family Practice","Shop 1, Woodcroft Shopping Village, 3 Woodcroft Drive, Woodcroft NSW 2767","Woodcroft","2153","New South Wales","Australia","1882.78","Small","4","(02) 9831 8084"
"Clinical Services","All Medical Centres","Quakers Hill","50 Lalor Road, Quakers Hill NSW 2763","Quakers Hill","2763","New South Wales","Australia","1882.8","Small","1","(02) 9837 2888"
"Clinical Services","All Medical Centres","Schwarz Family Practice","37 Hilder Street, Elderslie NSW 2570","Elderslie","2230","New South Wales","Australia","1882.85","Large","12","(02) 4658 0580"
"Clinical Services","All Medical Centres","Northwest Health Medical Centre","G 9, 2-4 Aberdour Ave, Rouse Hill NSW 2155","Rouse Hill","2155","New South Wales","Australia","1882.85","Small","2","(02) 8825 8288"
"Clinical Services","All Medical Centres","Divine Medical & Cosmetic Skin Centre","Shop 11, Southside Central Shopping Centre, 56 Walker Street, Bundaberg QLD 4670","Walkervale","4670","Queensland","Australia","1882.85","Small","2","(07) 4151 7722"
"Clinical Services","All Medical Centres","Quakers Hill","Shop 21 G 168 Falmouth Rd, Quakers Hill NSW 2763","Quakers Hill","2125","New South Wales","Australia","1882.91","Small","1","(02) 9626 2804"
"Clinical Services","All Medical Centres","MediClinic","Shop 13, 18-24 Adelphi Street, Rouse Hill NSW 2155","Rouse Hill","2155","New South Wales","Australia","1882.94","Small","1","(02) 8883 0045"
"Clinical Services","All Medical Centres","Hills Doctors","Shop 2, 16 Adelphi Street, Rouse Hill NSW 2155","Rouse Hill","2155","New South Wales","Australia","1883.02","Small","2","(02) 9836 1133"
"Clinical Services","All Medical Centres","S&P Family Medical Practice","Shop 6, 40 Panmure Street, Rouse Hill NSW 2155","Rouse Hill","2155","New South Wales","Australia","1883.05","Small","1","(02) 8883 4304"
"Clinical Services","All Medical Centres","North West Sydney Dermatology & Laser","Suite 1, Level 1, The Terrace, 40 Panmure Street, Rouse Hill NSW 2155","Rouse Hill","2155","New South Wales","Australia","1883.06","Small","1","(02) 9629 7341"
"Clinical Services","All Medical Centres","Indigenous Wellbeing Centre","184 Barolin Street, Bundaberg QLD 4670","Walkervale","4670","Queensland","Australia","1883.11","Midsized","5","1300 492 492"
"Clinical Services","All Medical Centres","Rouse Hill Health Care Centre","1-3 Adelphi Street, Rouse Hill NSW 2155","Rouse Hill","2155","New South Wales","Australia","1883.12","Small","2","(02) 9629 6277"
"Clinical Services","All Medical Centres","Harrington Park Medical Practice","Suite 1, 23 Fairwater Drive, Harrington Park NSW 2567","Harrington Park","2227","New South Wales","Australia","1883.15","Midsized","5","(02) 4648 1666"
"Clinical Services","All Medical Centres","Ponds Boulevard General Practice","218 The Ponds Blvd, The Ponds NSW 2769","The Ponds","2769","New South Wales","Australia","1883.25","Small","3","(02) 8076 8100"
"Clinical Services","All Medical Centres","Western Obstetrics","Port Kennedy WA 6172","Port Kennedy","6172","Western Australia","Australia","1883.26","Small","1","(08) 9328 0501"
"Clinical Services","All Medical Centres","Woodcroft","24 Guthega Close, Woodcroft NSW 2767","Woodcroft","2767","New South Wales","Australia","1883.28","Small","1","(02) 9672 7634"
"Clinical Services","All Medical Centres","Greta Medical Centre","29 High Street, Greta NSW 2334","Greta","2334","New South Wales","Australia","1883.48","Small","2","(02) 4938 7303"
"Clinical Services","All Medical Centres","The Ponds Family Medical Practice","165 The Ponds Boulevard, The Ponds NSW 2769","The Ponds","2155","New South Wales","Australia","1883.48","Small","4","(02) 8824 4777"
"Clinical Services","All Medical Centres","Rouse Hill Family Medical Practice","257 Annangrove Road, Rouse Hill NSW 2155","Rouse Hill","2155","New South Wales","Australia","1883.53","Midsized","5","(02) 9679 1098"
"Clinical Services","All Medical Centres","Rainbow Medical Practice","Unit 6, 60 Rosenthal Street, Doonside NSW 2767","Doonside","2113","New South Wales","Australia","1883.59","Small","4","(02) 8814 9911"
"Clinical Services","All Medical Centres","Doonside","77 Rosenthal Street, Doonside NSW 2767","Doonside","2767","New South Wales","Australia","1883.65","Small","1","(02) 9831 4094"
"Clinical Services","All Medical Centres","Ponds Medical Centre","Shop 25, The Ponds Shopping Centre, The Ponds Blvd and Riverbank Drive, The Ponds NSW 2769","The Ponds","2076","New South Wales","Australia","1883.66","Large","11","(02) 8883 3033"
"Clinical Services","All Medical Centres","The Ponds","Ponds Medical Centre Shop 25 The Ponds, The Ponds NSW 2769","The Ponds","2076","New South Wales","Australia","1883.66","Small","1","(03) 8883 3033"
"Clinical Services","All Medical Centres","Quakers Hill","1 Torbert Ave, Quakers Hill NSW 2763","Quakers Hill","2763","New South Wales","Australia","1883.67","Small","2","(02) 9626 8711"
"Clinical Services","All Medical Centres","Secret Harbour Family Doctors","Unit 129B, 420 Secret Harbour Blvd, Secret Harbour WA 6173","Secret Harbour","6174","Western Australia","Australia","1883.7","Small","3","(08) 9523 4393"
"Clinical Services","All Medical Centres","Secret Harbour Medical Centre","U2, 2 Clarkshill Rd, Secret Harbour WA 6173","Secret Harbour","6173","Western Australia","Australia","1883.85","Small","1","(08) 6187 2001"
"Clinical Services","All Medical Centres","The Ponds","25 The Ponds Boulevard, The Ponds NSW 2769","The Ponds","2769","New South Wales","Australia","1883.86","Small","1","(02) 8883 3033"
"Clinical Services","All Medical Centres","Emerald Medical Centre","206 Farnham Road, Quakers Hill NSW 2763","Quakers Hill","2747","New South Wales","Australia","1883.91","Midsized","8","(02) 9626 6733"
"Clinical Services","All Medical Centres","Ravenswood Family Practice","4/60 Lloyd Avenue, Ravenswood WA 6208","Falcon","6208","Western Australia","Australia","1883.95","Small","3","(08) 9582 4998"
"Clinical Services","All Medical Centres","Narellan Town Centre Medical","Shop 410, 326 Camden Valley Way, Narellan NSW 2567","Narellan","2229","New South Wales","Australia","1883.97","Small","2","(02) 4623 0775"
"Clinical Services","All Medical Centres","Narellan","334-336 Camden Valley Way, Narellan NSW 2567","Narellan","2229","New South Wales","Australia","1884.04","Small","1","(02) 4646 1654"
"Clinical Services","All Medical Centres","Rouse Hill Medical Centre","42 Clower Avenue, Rouse Hill NSW 2155","Rouse Hill","2776","New South Wales","Australia","1884.04","Small","2","(02) 9629 4588"
"Clinical Services","All Medical Centres","Narellan Medical + Skin","37 Elyard Street, Narellan NSW 2567","Narellan","2567","New South Wales","Australia","1884.05","Small","1","(02) 4646 1588"
"Clinical Services","All Medical Centres","Rouse Hill Town Medical & Dental Centre","Level 1, 10-14 Market Lane, Rouse Hill NSW 2155","Rouse Hill","2776","New South Wales","Australia","1884.08","Large","16","(02) 8889 8900"
"Clinical Services","All Medical Centres","Narellan Medical & Dental Centre","19 Queen Street, Narellan NSW 2567","Narellan","2232","New South Wales","Australia","1884.19","Small","1","(02) 4637 0900"
"Clinical Services","All Medical Centres","Healthy Prospects Occupational Medicine","Level 1, 1818 The Horsley Drive, Horsley Park NSW 2175","Horsley Park","2175","New South Wales","Australia","1884.2","Small","2","0415 318 319"
"Clinical Services","All Medical Centres","Horsley Park Medical Centre","Shops 2 & 3, 1818 The Horsley Drive, Horsley Park NSW 2175","Horsley Park","2175","New South Wales","Australia","1884.21","Small","1","(02) 9620 2880"
"Clinical Services","All Medical Centres","Grace Medical Skin & Vein Centre","16 Princess Street, Bundaberg East QLD 4670","Bundaberg East","4670","Queensland","Australia","1884.26","Small","4","(07) 4152 8667"
"Clinical Services","All Medical Centres","Narellan Central Medical Centre","22 Sharman Close, Harrington Park NSW 2567","Harrington Park","2567","New South Wales","Australia","1884.27","Small","4","(02) 4647 0796"
"Clinical Services","All Medical Centres","Bayside Medical Centre","219 Safety Bay Road, Shoalwater WA 6169","Safety Bay","6169","Western Australia","Australia","1884.37","Small","2","(08) 9592 4464"
"Clinical Services","All Medical Centres","Secret Harbour","Secret Harbour WA 6173","Secret Harbour","6173","Western Australia","Australia","1884.4","Small","1","(08) 9523 4393"
"Clinical Services","All Medical Centres","Marayong Medical Centre","Suite 1, 38 Railway Road, Marayong NSW 2148","Marayong","2747","New South Wales","Australia","1884.42","Small","1","(02) 9672 8855"
"Clinical Services","All Medical Centres","Conrad Road Family Practice","45 Conrad Road, Kellyville Ridge NSW 2155","Kellyville Ridge","2155","New South Wales","Australia","1884.45","Midsized","6","(02) 8883 1180"
"Clinical Services","All Medical Centres","Davis Road Medical Centre","31 Davis Road, Marayong NSW 2148","Marayong","2148","New South Wales","Australia","1884.53","Small","4","(02) 9676 0666"
"Clinical Services","All Medical Centres","Best Care Medical Clinic","Unit 50, 12 Merriville Road, Kellyville Ridge NSW 2155","Kellyville Ridge","2155","New South Wales","Australia","1884.6","Small","4","(02) 8883 4502"
"Clinical Services","All Medical Centres","Jupiter Health Singleton","Shop T2, Singleton Village Shopping Centre, 2 Redwood Avenue, Karnup WA 6176","Lakelands","6180","Western Australia","Australia","1884.6","Small","2","(08) 9521 5070"
"Clinical Services","All Medical Centres","The Medical Practice","95 Doncaster Avenue, Narellan NSW 2567","Narellan","2567","New South Wales","Australia","1884.6","Small","1","(02) 4646 1477"
"Clinical Services","All Medical Centres","Kellyville Ridge","U 50 / 6-12 Merriville Road, Kellyville Ridge NSW 2155","Kellyville Ridge","2155","New South Wales","Australia","1884.63","Small","1",""
"Clinical Services","All Medical Centres","Spring Farm Medical Centre","Shop 1B, 254 Richardson Road, Spring Farm NSW 2570","Spring Farm","2570","New South Wales","Australia","1884.64","Small","3","(02) 4622 1440"
"Clinical Services","All Medical Centres","Family Medical Practice @ 2325","10a Fleming Street, Nulkaba NSW 2325","Nulkaba","2325","New South Wales","Australia","1884.68","Small","1","(02) 4990 2533"
"Clinical Services","All Medical Centres","Singleton","T2r2 Redwood Ave, Singleton WA 6175","Singleton","6180","Western Australia","Australia","1884.69","Small","1","(08) 9521 5070"
"Clinical Services","All Medical Centres","Richmond Road Medical Centre","100 Richmond Road, Blacktown NSW 2148","Blacktown","2148","New South Wales","Australia","1884.74","Small","3","(02) 9622 0492"
"Clinical Services","All Medical Centres","Blacktown","100 Richmond Road, Blacktown NSW 2148","Blacktown","2148","New South Wales","Australia","1884.74","Small","1",""
